Face: 192  | Lightmap Offset:28272  | Styles: 0 255 255 255 | Comp.Size:5x2 (30 bytes)
Face: 193  | Lightmap Offset:28302  | Styles: 0 255 255 255 | Comp.Size:16x2 (96 bytes)
Face: 194  | Lightmap Offset:28398  | Styles: 0 255 255 255 | Comp.Size:6x2 (36 bytes)
Face: 195  | Lightmap Offset:28434  | Styles: 0 255 255 255 | Comp.Size:6x2 (36 bytes)
Face: 196  | Lightmap Offset:28470  | Styles: 0 255 255 255 | Comp.Size:12x3 (108 bytes)
Face: 197  | Lightmap Offset:28578  | Styles: 0 255 255 255 | Comp.Size:14x6 (252 bytes)
Face: 198  | Lightmap Offset:28830  | Styles: 0 255 255 255 | Comp.Size:6x13 (234 bytes)
Face: 199  | Lightmap Offset:29064  | Styles: 0 255 255 255 | Comp.Size:15x13 (585 bytes)
Face: 200  | Lightmap Offset:29649  | Styles: 0 255 255 255 | Comp.Size:3x2 (18 bytes)
Face: 201  | Lightmap Offset:29667  | Styles: 0 255 255 255 | Comp.Size:16x8 (384 bytes)
Face: 202  | Lightmap Offset:30051  | Styles: 0 255 255 255 | Comp.Size:16x7 (336 bytes)
Face: 203  | Lightmap Offset:30387  | Styles: 0 255 255 255 | Comp.Size:3x8 (72 bytes)
Face: 204  | Lightmap Offset:30459  | Styles: 0 255 255 255 | Comp.Size:3x7 (63 bytes)
Face: 205  | Lightmap Offset:30522  | Styles: 0 255 255 255 | Comp.Size:9x3 (81 bytes)
Face: 206  | Lightmap Offset:30603  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 207  | Lightmap Offset:30747  | Styles: 0 255 255 255 | Comp.Size:16x11 (528 bytes)
Face: 208  | Lightmap Offset:31275  | Styles: 0 255 255 255 | Comp.Size:3x11 (99 bytes)
Face: 209  | Lightmap Offset:31374  | Styles: 0 255 255 255 | Comp.Size:2x10 (60 bytes)
Face: 210  | Lightmap Offset:31434  | Styles: 0 255 255 255 | Comp.Size:3x9 (81 bytes)
Face: 211  | Lightmap Offset:31515  | Styles: 0 255 255 255 | Comp.Size:3x16 (144 bytes)
Face: 212  | Lightmap Offset:31659  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 213  | Lightmap Offset:31686  | Styles: 0 255 255 255 | Comp.Size:4x9 (108 bytes)
Face: 214  | Lightmap Offset:31794  | Styles: 0 255 255 255 | Comp.Size:4x16 (192 bytes)
Face: 215  | Lightmap Offset:31986  | Styles: 0 255 255 255 | Comp.Size:4x3 (36 bytes)
Face: 216  | Lightmap Offset:32022  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 217  | Lightmap Offset:32049  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 218  | Lightmap Offset:32193  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 219  | Lightmap Offset:32220  | Styles: 0 255 255 255 | Comp.Size:2x9 (54 bytes)
Face: 220  | Lightmap Offset:32274  | Styles: 0 255 255 255 | Comp.Size:2x16 (96 bytes)
Face: 221  | Lightmap Offset:32370  | Styles: 0 255 255 255 | Comp.Size:4x2 (24 bytes)
Face: 222  | Lightmap Offset:32394  | Styles: 0 255 255 255 | Comp.Size:3x9 (81 bytes)
Face: 223  | Lightmap Offset:32475  | Styles: 0 255 255 255 | Comp.Size:3x16 (144 bytes)
Face: 224  | Lightmap Offset:32619  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 225  | Lightmap Offset:32646  | Styles: 0 255 255 255 | Comp.Size:11x3 (99 bytes)
Face: 226  | Lightmap Offset:32745  | Styles: 0 255 255 255 | Comp.Size:5x3 (45 bytes)
Face: 227  | Lightmap Offset:32790  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 228  | Lightmap Offset:32817  | Styles: 0 255 255 255 | Comp.Size:12x2 (72 bytes)
Face: 229  | Lightmap Offset:32889  | Styles: 0 255 255 255 | Comp.Size:6x3 (54 bytes)
Face: 230  | Lightmap Offset:32943  | Styles: 0 255 255 255 | Comp.Size:7x4 (84 bytes)
Face: 231  | Lightmap Offset:33027  | Styles: 0 255 255 255 | Comp.Size:2x6 (36 bytes)
Face: 232  | Lightmap Offset:33063  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 233  | Lightmap Offset:33090  | Styles: 0 255 255 255 | Comp.Size:16x3 (144 bytes)
Face: 234  | Lightmap Offset:33234  | Styles: 0 255 255 255 | Comp.Size:2x2 (12 bytes)
Face: 235  | Lightmap Offset:33246  | Styles: 0 255 255 255 | Comp.Size:4x2 (24 bytes)
Face: 236  | Lightmap Offset:33270  | Styles: 0 255 255 255 | Comp.Size:5x2 (30 bytes)
Face: 237  | Lightmap Offset:33300  | Styles: 0 255 255 255 | Comp.Size:7x8 (168 bytes)
Face: 238  | Lightmap Offset:33468  | Styles: 0 255 255 255 | Comp.Size:7x7 (147 bytes)
Face: 239  | Lightmap Offset:33615  | Styles: 0 255 255 255 | Comp.Size:3x9 (81 bytes)
Face: 240  | Lightmap Offset:33696  | Styles: 0 255 255 255 | Comp.Size:2x4 (24 bytes)
Face: 241  | Lightmap Offset:33720  | Styles: 0 255 255 255 | Comp.Size:15x4 (180 bytes)
Face: 242  | Lightmap Offset:33900  | Styles: 0 255 255 255 | Comp.Size:8x4 (96 bytes)
Face: 243  | Lightmap Offset:33996  | Styles: 0 255 255 255 | Comp.Size:15x4 (180 bytes)
Face: 244  | Lightmap Offset:34176  | Styles: 0 255 255 255 | Comp.Size:15x6 (270 bytes)
Face: 245  | Lightmap Offset:34446  | Styles: 0 255 255 255 | Comp.Size:10x3 (90 bytes)
Face: 246  | Lightmap Offset:34536  | Styles: 0 255 255 255 | Comp.Size:12x4 (144 bytes)
Face: 247  | Lightmap Offset:34680  | Styles: 0 255 255 255 | Comp.Size:16x4 (192 bytes)
Face: 248  | Lightmap Offset:34872  | Styles: 0 255 255 255 | Comp.Size:3x4 (36 bytes)
Face: 249  | Lightmap Offset:34908  | Styles: 0 255 255 255 | Comp.Size:4x4 (48 bytes)
Face: 250  | Lightmap Offset:34956  | Styles: 0 255 255 255 | Comp.Size:2x5 (30 bytes)
Face: 251  | Lightmap Offset:34986  | Styles: 0 255 255 255 | Comp.Size:10x3 (90 bytes)
Face: 252  | Lightmap Offset:35076  | Styles: 0 255 255 255 | Comp.Size:7x11 (231 bytes)
Face: 253  | Lightmap Offset:35307  | Styles: 0 255 255 255 | Comp.Size:12x3 (108 bytes)
Face: 254  | Lightmap Offset:35415  | Styles: 0 255 255 255 | Comp.Size:13x3 (117 bytes)
Face: 255  | Lightmap Offset:35532  | Styles: 0 255 255 255 | Comp.Size:13x3 (117 bytes)
Face: 256  | Lightmap Offset:35649  | Styles: 0 255 255 255 | Comp.Size:3x10 (90 bytes)
Face: 257  | Lightmap Offset:35739  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 258  | Lightmap Offset:35766  | Styles: 0 255 255 255 | Comp.Size:2x11 (66 bytes)
Face: 259  | Lightmap Offset:35832  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 260  | Lightmap Offset:35859  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
Face: 261  | Lightmap Offset:35886  | Styles: 0 255 255 255 | Comp.Size:2x6 (36 bytes)
Face: 262  | Lightmap Offset:35922  | Styles: 0 255 255 255 | Comp.Size:4x14 (168 bytes)
Face: 263  | Lightmap Offset:36090  | Styles: 0 255 255 255 | Comp.Size:3x3 (27 bytes)
